qid,r1,r2,Controversial question
170376,2.0,4.0,False
170384,4.0,4.8,True
170388,1.25,2.5,False
170436,1.8,3.0,False
170499,1.2,2.6,False
170501,1.6,1.8,False
170528,1.0,3.25,False
170537,2.2,2.8,False
170578,1.0,1.4,False
170582,3.4,4.8,False
170600,4.0,4.2,True
170609,3.0,3.2,False
170629,1.25,2.75,False
170644,1.0,2.2,False
170676,4.4,4.7,True
170688,2.0,3.6,False
170721,3.4,4.4,False
170722,3.0,4.0,False
170726,1.6,2.8,False
170776,2.6,2.6,False
170777,2.4,3.0,False
170804,1.5,2.25,False
170811,1.6,4.0,False
170816,2.0,4.2,False
170832,2.0,3.0,False
170883,3.2,3.8,False
170892,1.6,2.2,False
170916,2.2,3.8,False
170918,1.4,3.6,False
170936,4.0,4.2,True
170949,1.0,1.6,False
170955,1.6,3.8,False
170976,2.6,3.2,False
170979,1.2,2.2,False
171065,4.0,4.6,True
171086,2.6,3.6,False
171103,1.4,1.6,False
171113,3.2,3.4,False
171150,1.8,3.0,False
171177,3.4,3.8,False
171237,3.4,4.4,False
171241,2.4,3.8,False
171252,2.0,3.6,False
171271,1.8,3.0,False
171312,4.4,4.6,True
171335,1.6,2.4,False
171336,1.0,1.25,False
171359,1.25,1.5,False
171385,1.0,2.0,False
171401,1.6,3.0,False
171419,2.2,2.6,False
171438,1.6,3.0,False
171521,2.8,3.6,False
171540,1.6,1.6,False
171545,1.8,2.8,False
171578,1.2,2.8,False
171599,1.0,1.75,False
171606,3.0,3.4,False
171612,1.4,2.2,False
171641,1.6,3.2,False
171642,1.4,2.8,False
171704,2.4,3.2,False
171745,1.8,2.0,False
171752,1.4,2.4,False
171753,3.33333333333333,4.0,False
171756,1.2,2.4,False
171762,2.6,3.8,False
171763,2.2,3.6,False
171765,3.75,4.0,False
171843,2.6,2.6,False
171844,3.4,4.0,False
171917,1.4,2.2,False
171971,4.6,4.2,True
171973,3.6,5.0,False
171976,1.6,2.2,False
171980,4.6,4.8,True
171995,2.6,3.8,False
172007,1.8,3.0,False
172009,2.2,3.0,False
172017,3.33333333333333,4.66666666666667,False
172024,1.0,2.8,False
172025,1.6,3.0,False
172043,1.6,2.2,False
172045,1.0,1.0,False
172093,1.4,1.0,False
172105,3.2,3.6,False
172137,1.2,2.6,False
172139,1.8,2.6,False
172140,4.6,4.8,True
172145,1.2,1.2,False
172173,1.25,2.0,False
172188,2.0,2.4,False
172196,1.8,3.8,False
172215,3.0,4.0,False
172279,3.2,4.6,False
172309,1.0,1.33333333333333,False
172311,2.2,3.4,False
172331,4.2,4.8,True
172334,2.0,3.2,False
172353,1.6,1.6,False
172374,4.0,4.4,True
172379,1.2,2.4,False
172390,1.75,3.25,False
172400,2.2,4.0,False
172417,3.4,4.2,False
172426,1.8,3.6,False
172449,1.25,1.5,False
172475,1.6,1.8,False
172481,1.75,2.75,False
172493,4.8,4.4,True
172504,3.8,4.4,False
172518,1.75,1.5,False
172574,1.6,4.0,False
172581,3.4,4.4,False
172587,1.8,3.6,False
172623,2.25,1.75,False
172625,1.4,2.4,False
172636,1.0,2.4,False
172648,1.0,2.33333333333333,False
172712,3.6,4.2,False
172718,4.4,5.0,True
172720,1.0,1.0,False
172741,1.5,1.25,False
172745,1.25,2.25,False
172752,3.4,3.8,False
172778,1.2,2.2,False
172795,2.0,3.6666666666666705,False
172798,1.6,2.0,False
172849,2.2,2.6,False
172867,1.8,3.2,False
172896,3.8,3.8,False
172898,2.2,2.8,False
172905,3.6,4.8,False
172909,3.2,4.4,False
172925,2.0,2.2,False
172975,1.2,2.0,False
172980,1.6,1.2,False
172989,1.0,1.8,False
173005,2.0,2.8,False
173028,3.6,4.0,False
173029,2.6,3.8,False
173080,4.4,4.2,True
173090,1.4,2.4,False
173127,1.0,2.75,False
173141,1.4,2.2,False
173145,1.5,1.75,False
173208,1.2,1.8,False
173254,3.2,3.8,False
173304,4.0,4.7,True
173306,2.4,3.8,False
173358,1.4,2.0,False
173377,2.4,4.0,False
173389,1.0,1.8,False
173398,3.0,3.6,False
173399,1.0,1.0,False
173465,2.0,3.4,False
173475,2.25,4.25,False
173504,1.0,1.8,False
173508,4.0,5.0,True
173513,2.0,3.6,False
173515,1.0,2.5,False
173554,1.2,2.2,False
173558,1.0,1.0,False
173580,2.2,3.6,False
173591,1.4,2.8,False
173661,1.75,4.0,False
173680,3.2,4.2,False
173761,2.6,3.0,False
173869,3.4,3.8,False
173920,1.4,1.8,False
173935,2.8,3.2,False
173951,2.0,2.75,False
173993,1.6,2.4,False
173997,1.8,4.0,False
174030,2.5,3.5,False
174060,1.0,1.8,False
174064,1.2,2.6,False
174071,3.0,4.2,False
174087,4.2,4.6,True
174095,4.8,4.8,True
174097,2.2,2.6,False
174114,3.0,3.8,False
174134,1.2,1.4,False
174171,1.2,2.2,False
174218,4.8,4.2,True
174224,3.4,4.6,False
174225,3.8,3.6,False
174274,1.4,2.4,False
174284,2.4,3.6,False
174285,1.6,3.0,False
174301,1.0,1.4,False
174352,1.0,1.4,False
174377,1.4,1.6,False
174382,3.4,4.0,False
174392,1.2,1.8,False
174398,2.8,3.6,False
174402,4.0,4.8,True
174470,1.2,2.4,False
174516,2.8,3.4,False
174621,1.8,2.8,False
174639,1.2,2.8,False
174650,1.6,2.8,False
174652,3.6,3.8,False
174720,2.2,2.4,False
174771,1.6,4.0,False
174780,1.2,2.2,False
174788,4.4,5.0,True
174819,4.8,5.0,True
174857,1.4,3.0,False
174861,1.0,3.4,False
174876,2.6,3.8,False
174878,3.6,4.6,False
174904,1.2,1.8,False
174923,4.6,4.6,True
174936,2.8,3.8,False
174947,3.0,4.0,False
174959,1.4,1.2,False
175022,1.0,1.8,False
175027,2.2,3.8,False
175030,3.4,4.4,False
175038,1.4,2.2,False
175051,1.2,2.8,False
175071,2.6,3.2,False
175094,2.0,3.8,False
175105,1.0,1.0,False
175176,1.4,1.4,False
175190,3.2,4.4,False
175204,1.8,2.6,False
175226,3.0,4.0,False
175250,1.8,3.4,False
175257,2.6,3.6,False
175306,1.8,2.0,False
175308,2.0,3.0,False
175341,2.2,3.4,False
175345,3.6,4.4,False
175350,1.8,2.4,False
175351,1.4,2.4,False
175358,1.4,2.2,False
175373,2.0,3.4,False
175383,2.2,2.8,False
175386,2.2,3.6,False
175449,4.2,4.0,True
175450,4.2,4.2,True
175453,1.4,2.0,False
175487,1.75,1.75,False
175503,1.0,1.2,False
175516,1.0,2.4,False
175521,1.4,1.4,False
175573,1.2,1.4,False
175585,1.2,1.8,False
175599,4.0,4.0,True
175605,4.25,4.25,True
175618,1.0,2.0,False
175624,1.2,2.0,False
175677,1.0,2.2,False
175700,3.0,3.4,False
175728,1.4,2.4,False
175772,1.25,3.0,False
175779,2.2,3.2,False
175807,2.2,2.8,False
175846,1.0,2.0,False
175882,1.4,3.0,False
175905,1.0,2.2,False
175928,3.0,3.8,False
175975,1.6,3.0,False
175976,1.0,1.6,False
176001,2.6,3.4,False
176014,2.6,2.8,False
176057,2.6,3.6,False
176072,4.6,4.6,True
176074,1.8,3.6,False
176103,1.6,3.0,False
176118,1.2,2.6,False
176162,3.2,4.0,False
176169,1.0,2.0,False
176203,1.4,2.2,False
176218,2.4,4.2,False
176237,2.4,3.8,False
176242,2.25,4.5,False
176243,2.6,3.6,False
176266,1.0,3.33333333333333,False
176268,4.0,4.6,True
176293,1.0,1.6,False
176331,3.4,4.2,False
176355,2.6,4.2,False
176407,1.2,3.4,False
176436,2.4,3.5,False
176441,3.0,4.0,False
176442,4.8,4.8,True
176454,3.0,4.4,False
176463,1.0,1.8,False
176468,3.0,3.8,False
176487,2.6,3.4,False
176546,2.0,3.4,False
176568,1.2,1.8,False
176573,2.4,2.8,False
176590,1.4,1.6,False
176604,1.4,1.8,False
176605,2.0,3.4,False
176606,1.4,1.8,False
176644,1.4,2.4,False
176660,1.0,1.2,False
176666,1.0,1.4,False
176685,1.4,2.8,False
176723,2.6,3.2,False
176794,3.4,4.4,False
176845,3.8,4.6,False
176868,1.2,1.8,False
176889,3.0,3.4,False
176971,1.6,3.6,False
176974,3.2,4.0,False
176982,1.6,3.0,False
177049,3.4,3.6,False
177079,3.6,4.6,False
177109,1.4,2.4,False
177173,1.0,1.8,False
177216,1.8,3.2,False
177220,3.75,4.75,False
177221,4.3,4.4,True
177225,1.8,3.4,False
177255,1.8,2.6,False
177272,1.4,1.2,False
177301,1.0,1.0,False
177309,1.4,1.8,False
177348,4.8,4.8,True
177357,2.4,3.4,False
177359,2.6,3.4,False
177363,1.2,1.8,False
177373,1.6,1.8,False
177382,2.6,4.0,False
177405,1.4,2.8,False
177417,4.0,4.2,True
177418,4.0,4.6,True
177448,2.0,2.8,False
177457,4.6,5.0,True
177499,2.8,4.6,False
177505,2.2,3.4,False
177523,1.8,2.4,False
177557,2.2,2.6,False
177560,1.0,1.0,False
177591,3.4,3.6,False
177592,3.6,4.0,False
177599,2.2,2.8,False
177611,3.6,4.4,False
177635,4.6,4.6,True
177648,1.2,1.8,False
177654,1.2,1.8,False
177675,1.2,1.8,False
177688,3.6,4.2,False
177693,1.0,3.2,False
177724,1.2,2.0,False
177762,1.4,3.2,False
177831,3.4,4.4,False
177906,2.6,3.2,False
177929,2.6,3.6,False
177935,2.6,3.6,False
177976,4.6,4.6,True
177980,2.0,3.5,False
177984,1.4,1.6,False
178009,1.6,3.2,False
178080,3.2,4.6,False
178098,1.6,1.8,False
178100,2.4,3.2,False
178138,2.6,3.4,False
178168,3.8,4.2,False
178240,4.0,4.4,True
178277,1.6,2.4,False
178300,1.0,1.0,False
178301,2.33333333333333,3.33333333333333,False
178322,2.0,4.0,False
178324,2.5,4.25,False
178334,1.8,1.8,False
178337,1.6,2.2,False
178351,2.6,3.6,False
178387,2.4,4.0,False
178412,1.0,2.25,False
178430,1.75,3.25,False
178433,1.0,3.0,False
178535,1.8,2.0,False
178568,1.8,3.2,False
178584,1.4,2.0,False
178607,2.4,3.6,False
178615,2.4,3.8,False
178669,3.0,3.6,False
178687,3.8,4.4,False
178722,2.8,4.0,False
178739,1.0,1.0,False
178804,1.2,3.0,False
178818,3.0,4.2,False
178850,1.2,2.6,False
178880,1.0,2.2,False
178893,2.75,4.25,False
178895,1.0,1.33333333333333,False
178902,2.8,3.6,False
178924,2.6,2.6,False
178943,1.8,2.8,False
178945,2.6,3.2,False
178947,1.0,2.4,False
178948,2.2,3.6,False
178976,2.4,3.0,False
179008,3.4,3.8,False
179040,1.8,3.0,False
179057,4.2,4.4,True
179080,1.6,2.6,False
179096,4.4,4.2,True
179100,1.75,1.75,False
179113,1.6,2.2,False
179163,2.0,3.8,False
179164,2.25,3.0,False
179174,2.4,3.4,False
179185,1.6,3.2,False
179186,1.2,3.0,False
179191,3.6,3.8,False
179192,2.8,4.2,False
179200,2.2,3.0,False
179240,1.2,1.4,False
179253,1.8,3.0,False
179304,2.2,3.0,False
179307,1.0,1.0,False
179318,1.0,1.6,False
179320,3.0,4.0,False
179325,2.0,2.8,False
179339,4.4,5.0,True
179353,1.6,2.2,False
179363,1.25,2.25,False
179379,2.8,3.6,False
179387,1.0,2.2,False
179395,2.8,3.4,False
179404,1.0,2.4,False
179426,1.0,1.2,False
179450,1.66666666666667,1.33333333333333,False
179484,1.0,1.0,False
179499,4.4,4.6,True
179508,1.0,1.6,False
179513,2.6,2.8,False
179519,3.0,3.0,False
179523,3.4,4.2,False
179547,4.0,4.8,True
179550,4.6,4.6,True
179553,3.4,3.4,False
179561,1.0,1.4,False
179601,4.2,4.2,True
179603,1.6,2.8,False
179657,2.6,3.4,False
179664,2.0,2.2,False
179667,1.4,2.2,False
179677,1.8,3.2,False
179690,1.0,3.0,False
179706,4.4,5.0,True
179717,1.8,2.0,False
179739,2.0,2.2,False
179755,1.25,2.25,False
179774,1.8,1.4,False
179776,3.2,3.6,False
179777,3.2,4.4,False
179782,1.2,1.4,False
179797,2.8,3.8,False
179817,1.2,2.0,False
179831,3.6,3.8,False
179834,3.8,3.8,False
179862,3.5,4.4,False
179927,1.6,3.8,False
179966,1.6,2.8,False
179985,1.6,2.4,False
179999,1.2,1.4,False
180010,1.8,2.6,False
180014,3.2,3.6,False
180024,2.2,3.6,False
180113,1.8,1.8,False
180115,2.6,3.6,False
180123,1.2,2.6,False
180136,2.6,3.2,False
180147,2.6,3.4,False
180191,2.6,4.2,False
180202,1.4,1.4,False
180207,1.0,3.0,False
180223,2.0,3.4,False
180228,1.0,3.6666666666666705,False
180259,3.2,3.4,False
180282,2.2,3.2,False
180285,3.0,4.25,False
180286,1.25,3.25,False
180314,3.0,4.2,False
180318,1.6,2.8,False
180322,1.8,3.8,False
180337,2.0,3.6,False
180347,1.0,1.0,False
180359,1.4,2.6,False
180365,1.8,2.4,False
180379,1.4,1.6,False
180388,1.2,2.2,False
180477,1.2,1.2,False
180478,1.0,1.6,False
180571,1.4,3.0,False
180573,2.8,4.0,False
180605,3.25,4.5,False
180613,1.2,3.0,False
180640,1.0,1.4,False
180642,2.75,3.25,False
180644,1.2,3.8,False
180694,1.4,3.0,False
180711,4.4,4.8,True
180729,1.4,4.0,False
180733,1.0,1.0,False
180750,2.8,3.8,False
180768,1.4,3.0,False
180790,2.2,2.4,False
180873,3.2,4.0,False
180877,1.8,2.0,False
180879,2.6,4.2,False
180883,1.0,2.4,False
180890,1.2,2.8,False
180904,2.0,2.8,False
180909,2.5,4.5,False
180936,2.2,2.7,False
180959,3.0,4.2,False
180968,1.0,1.4,False
180984,4.0,4.0,True
180994,1.4,2.6,False
181021,2.0,2.8,False
181030,4.2,4.2,True
181038,1.0,1.25,False
181039,1.25,1.75,False
181055,4.4,4.8,True
181061,3.0,4.4,False
181067,3.0,4.2,False
181076,3.6,4.4,False
181088,4.2,4.4,True
181101,1.25,1.5,False
181158,2.8,4.0,False
181161,1.6,3.8,False
181239,4.4,4.4,True
181250,1.0,3.0,False
181262,2.6,3.6,False
181275,1.8,2.6,False
181337,1.0,1.6,False
181339,2.6,3.6,False
181363,3.2,3.6,False
181417,1.0,1.6,False
181431,2.0,3.5,False
181473,4.4,4.4,True
181474,3.2,3.8,False
181477,1.2,1.6,False
181532,1.4,2.0,False
181537,1.66666666666667,1.33333333333333,False
181556,2.8,4.4,False
181559,1.0,1.8,False
181569,3.0,4.0,False
181571,2.0,3.0,False
181579,3.4,4.8,False
181613,1.2,2.0,False
181633,1.8,3.2,False
181643,1.3,1.3,False
181696,3.4,4.8,False
181770,1.5,1.5,False
181774,1.0,1.25,False
181791,1.4,3.0,False
181798,1.0,3.2,False
181826,1.0,1.2,False
181838,1.8,3.2,False
181874,2.6,4.0,False
181888,4.4,4.0,True
181894,1.2,1.6,False
181898,1.6,2.0,False
181944,1.0,2.0,False
181950,2.6,3.6,False
181986,3.8,3.7,False
182003,3.4,4.2,False
182023,1.0,2.4,False
182058,4.8,4.0,True
182091,2.8,3.8,False
182096,2.0,2.4,False
182142,1.0,1.25,False
182159,1.4,3.0,False
182169,1.2,2.0,False
182198,1.8,3.2,False
182209,1.0,1.6,False
182217,1.0,2.2,False
182231,1.0,1.25,False
182236,1.0,1.0,False
182237,1.4,2.4,False
182276,1.0,1.2,False
182277,1.0,1.33333333333333,False
182286,3.4,3.6,False
182337,1.8,2.6,False
182341,1.0,2.2,False
182370,2.4,3.6,False
182384,3.2,3.4,False
182387,4.0,4.6,True
182393,2.6,3.6,False
182396,1.2,1.4,False
182444,2.2,3.0,False
182445,1.2,2.2,False
182452,1.4,3.4,False
182490,4.0,4.4,True
182513,2.0,3.2,False
182517,1.6,1.6,False
182524,1.75,2.5,False
182538,4.2,4.6,True
182551,1.0,1.0,False
182553,2.8,3.4,False
182624,1.2,2.8,False
182646,3.0,4.2,False
182655,1.0,1.4,False
182668,1.0,1.6,False
182722,1.4,3.0,False
182737,4.2,4.4,True
182782,2.6,3.8,False
182800,2.2,3.2,False
182824,1.66666666666667,2.33333333333333,False
182833,1.8,3.2,False
182837,1.8,2.2,False
182841,1.8,2.8,False
182845,3.2,3.8,False
182847,3.2,3.8,False
182855,1.0,1.5,False
182869,1.8,1.6,False
182888,1.6,3.2,False
182918,1.0,2.2,False
182927,4.2,4.8,True
182933,1.2,2.4,False
182978,1.8,3.2,False
182983,1.0,2.6,False
182987,3.1,3.5,False
183011,2.0,3.4,False
183021,2.75,3.5,False
183036,1.0,2.25,False
183066,3.0,3.25,False
183082,1.0,1.33333333333333,False
183092,1.8,2.8,False
183093,2.0,2.25,False
183115,1.2,2.2,False
183132,1.2,2.0,False
183139,1.0,1.0,False
183177,1.6,1.6,False
183187,3.2,4.0,False
183191,1.4,3.2,False
183202,2.25,2.75,False
183232,3.8,4.2,False
183338,1.4,1.8,False
183359,1.8,2.4,False
183367,1.0,1.0,False
183368,1.75,2.5,False
183395,1.8,2.8,False
183397,1.0,1.8,False
183459,3.8,4.2,False
183476,2.8,3.6,False
183480,1.0,1.8,False
183489,2.4,4.6,False
183560,1.8,3.2,False
183573,1.0,3.5,False
183581,3.0,2.8,False
183629,1.0,2.4,False
183652,3.4,4.4,False
183656,3.0,3.2,False
183674,1.6,2.2,False
183700,1.75,2.5,False
183702,2.4,4.0,False
183731,3.2,4.6,False
183750,2.0,3.4,False
183761,1.0,2.0,False
183764,2.2,3.0,False
183766,3.2,4.2,False
183847,1.0,1.8,False
183885,2.5,3.0,False
183911,1.2,2.6,False
183914,1.0,1.2,False
183937,1.2,3.4,False
183963,2.0,4.2,False
184041,2.33333333333333,3.6666666666666705,False
184054,1.33333333333333,1.66666666666667,False
184063,3.0,4.0,False
184065,1.8,3.2,False
184068,1.0,2.5,False
184099,1.0,1.25,False
184111,1.2,1.8,False
184114,3.2,4.0,False
184140,1.75,2.5,False
184150,1.4,2.2,False
184155,1.4,3.0,False
184158,1.75,1.5,False
184175,3.0,3.2,False
184184,2.6,4.4,False
184206,1.75,2.0,False
184221,3.0,2.8,False
184235,2.5,2.0,False
184246,2.66666666666667,4.0,False
184262,3.4,3.8,False
184271,1.0,1.25,False
184289,4.4,4.8,True
184297,1.2,3.8,False
184311,3.25,2.75,False
184383,1.6,2.2,False
184441,2.0,1.4,False
184599,2.0,2.4,False
184602,1.0,2.0,False
184604,2.6,3.2,False
184626,1.0,2.0,False
184661,2.66666666666667,3.6666666666666705,False
184669,2.33333333333333,3.33333333333333,False
184718,2.8,3.4,False
184720,4.8,5.0,True
184721,1.4,2.0,False
184725,1.25,1.25,False
184753,1.8,3.2,False
184762,1.4,2.6,False
184778,1.6,2.2,False
184780,2.4,3.8,False
184836,1.6,2.0,False
184841,1.0,1.4,False
184860,1.2,1.4,False
184888,2.6,3.8,False
184892,2.0,2.4,False
185007,2.66666666666667,4.0,False
185019,3.8,3.6,False
185072,1.5,1.5,False
185074,2.25,3.75,False
185112,1.8,1.8,False
185123,3.2,3.6,False
185128,1.0,2.0,False
185134,2.0,3.25,False
185182,1.8,3.8,False
185194,1.0,2.2,False
185212,3.33333333333333,3.33333333333333,False
185220,2.4,3.6,False
185224,4.0,4.6,True
185230,2.2,4.0,False
185239,1.0,1.4,False
185240,1.0,2.75,False
185246,1.0,1.2,False
185247,3.6,4.2,False
185251,3.6,4.4,False
185253,1.0,2.2,False
185264,3.0,3.6,False
185306,2.6,3.4,False
185336,1.5,2.25,False
185350,1.0,3.0,False
185383,1.2,2.6,False
185389,1.0,1.75,False
185391,1.0,2.4,False
185489,1.0,2.0,False
185508,2.2,3.6,False
185513,2.0,3.8,False
185516,1.2,2.6,False
185531,3.0,3.4,False
185645,1.6,2.8,False
185650,2.8,4.6,False
185704,1.6,3.0,False
185714,1.5,2.0,False
185727,2.2,3.8,False
185779,1.2,2.2,False
185828,1.25,3.25,False
185854,4.4,4.6,True
185855,3.8,3.4,False
185894,2.6,4.2,False
185935,1.0,2.4,False
185937,1.4,1.8,False
185972,2.2,3.6,False
185973,1.0,1.8,False
185974,1.33333333333333,2.0,False
185977,1.0,1.2,False
185997,1.2,2.0,False
186005,2.8,3.8,False
186021,3.2,4.4,False
186028,1.8,3.2,False
186054,3.8,4.8,False
186060,1.0,2.8,False
186110,1.0,1.25,False
186125,1.0,1.0,False
186133,1.0,1.0,False
186138,4.0,5.0,True
186172,3.0,3.8,False
186209,1.0,1.6,False
186244,2.0,3.4,False
186289,1.2,2.6,False
186337,3.2,3.0,False
186355,4.2,4.6,True
186380,3.8,4.0,False
186431,4.0,4.2,True
186468,3.4,4.0,False
186478,1.2,2.6,False
186487,1.0,2.0,False
186489,1.25,1.75,False
186492,3.4,3.6,False
186506,2.2,3.6,False
186510,1.4,1.2,False
186515,1.6,3.0,False
186545,1.0,1.5,False
186568,1.4,2.4,False
186573,1.2,2.4,False
186582,1.4,1.4,False
186595,1.11111111111111,1.66666666666667,False
186629,1.5,2.25,False
186630,1.6,1.6,False
186674,1.6,1.8,False
186686,1.0,1.2,False
186690,1.6,2.2,False
186701,1.2,1.2,False
186726,2.6,4.0,False
186801,1.8,1.6,False
186817,3.2,3.4,False
186846,3.0,3.8,False
186869,2.2,2.6,False
186900,1.6,1.4,False
186902,1.2,2.8,False
186907,2.6,4.0,False
186955,1.0,2.6,False
187004,4.2,4.4,True
187025,1.0,1.75,False
187029,3.6,4.3,False
187075,3.4,3.8,False
187083,4.4,4.6,True
187127,4.4,4.4,True
187137,1.6,1.4,False
187138,1.0,1.5,False
187152,4.0,4.2,True
187160,1.8,2.8,False
187165,4.8,4.8,True
187186,1.4,1.6,False
187282,1.6,2.8,False
187289,1.0,1.0,False
187306,1.2,2.4,False
187318,1.2,1.4,False
187323,4.4,4.8,True
187346,3.8,4.0,False
187356,1.0,1.25,False
187357,4.0,4.8,True
187363,3.0,3.8,False
187457,4.0,4.8,True
187486,1.0,2.4,False
187491,1.8,1.4,False
187506,1.0,2.8,False
187523,4.6,4.6,True
187568,1.0,1.0,False
187581,1.0,1.0,False
187632,2.4,3.2,False
187652,3.4,3.6,False
187654,1.4,3.0,False
187674,4.0,4.6,True
187682,1.6,1.6,False
187709,4.6,5.0,True
187741,3.6,4.4,False
187764,2.6,3.2,False
187782,1.6,4.0,False
187798,3.6,4.2,False
187812,2.2,3.4,False
187816,1.2,2.8,False
187818,4.8,5.0,True
187854,4.8,4.8,True
187866,1.25,3.25,False
187893,3.4,4.0,False
187903,4.0,4.8,True
187904,3.6,4.4,False
187975,2.5,3.0,False
187976,1.4,3.4,False
187994,1.0,1.0,False
188016,3.6,4.6,False
188063,1.0,1.0,False
188065,1.6,2.4,False
188087,2.8,3.4,False
188136,3.3,3.2,False
188170,2.6,4.6,False
188175,1.8,2.0,False
188193,1.6,2.2,False
188201,3.9,4.4,False
188222,1.8,3.6,False
188224,3.0,3.6,False
188243,1.0,1.6,False
188255,4.6,4.6,True
188318,1.2,3.2,False
188339,1.6,1.4,False
188353,2.8,3.8,False
188364,2.0,4.2,False
188377,1.0,2.0,False
188379,4.2,4.2,True
188398,3.4,4.2,False
188414,2.8,3.6,False
188445,1.25,2.0,False
188449,2.4,2.8,False
188462,1.25,2.25,False
188465,3.0,4.4,False
188503,1.4,2.0,False
188504,1.4,2.0,False
188575,1.6,2.0,False
188614,1.4,3.8,False
188615,1.75,3.0,False
188664,1.4,3.8,False
188765,1.0,1.66666666666667,False
188785,3.2,4.2,False
188815,2.25,3.0,False
188835,4.4,4.4,True
188848,1.8,2.2,False
188866,2.6,2.8,False
188867,3.8,4.0,False
188885,1.0,1.6,False
188936,2.8,3.2,False
188961,1.8,2.8,False
188975,2.6,3.6,False
189000,3.6,4.6,False
189005,3.2,3.6,False
189037,4.8,5.0,True
189088,2.8,3.0,False
189125,2.2,2.2,False
189140,3.2,4.4,False
189173,1.8,2.0,False
189190,3.2,4.6,False
189215,1.0,2.0,False
189228,3.2,3.2,False
189237,2.4,2.8,False
189245,1.0,1.8,False
189249,1.0,1.2,False
189263,1.0,1.4,False
189293,2.6,3.4,False
189329,1.6,3.2,False
189340,1.4,2.0,False
189368,3.0,4.0,False
189376,1.8,1.8,False
189457,3.0,3.6,False
189472,3.2,4.2,False
189497,1.0,1.6,False
189522,1.5,3.0,False
189572,3.0,3.4,False
189595,3.4,4.0,False
189611,2.0,4.0,False
189614,1.6,2.4,False
189625,1.0,2.4,False
189635,1.0,1.2,False
189644,1.6,2.0,False
189657,2.25,4.0,False
189668,1.0,2.2,False
189696,4.0,4.4,True
189712,2.4,4.2,False
189764,1.2,1.4,False
189824,3.0,4.2,False
189844,1.2,1.8,False
189853,1.0,2.4,False
189865,1.8,3.0,False
189903,1.0,1.8,False
189925,2.0,3.0,False
189927,3.0,4.25,False
189929,1.0,1.0,False
189945,2.5,3.5,False
189955,2.6,3.0,False
189983,2.8,3.4,False
189984,2.6,3.8,False
189990,1.2,1.8,False
189999,1.4,2.4,False
190011,2.4,4.4,False
190019,2.0,2.33333333333333,False
190023,1.0,2.1,False
190030,1.0,2.75,False
190034,2.4,3.6,False
190077,1.2,1.4,False
190110,1.4,1.2,False
190127,3.0,3.4,False
190128,3.0,3.5,False
190135,2.5,2.5,False
190137,2.0,2.2,False
190157,3.2,4.0,False
190159,2.2,4.2,False
190179,1.4,1.4,False
190199,4.0,4.2,True
190241,2.4,4.0,False
190244,2.0,3.2,False
190264,2.6,3.2,False
190266,1.2,2.8,False
190290,3.75,4.0,False
190342,4.2,4.8,True
190348,1.2,2.0,False
190356,2.33333333333333,3.0,False
190377,1.2,2.0,False
190385,2.6,3.8,False
190390,2.4,3.4,False
190405,2.8,4.0,False
190415,1.8,3.0,False
190447,1.5,1.75,False
190482,1.0,1.0,False
190490,3.0,4.4,False
190491,3.0,4.25,False
190524,3.8,4.6,False
190584,3.8,4.4,False
190597,2.4,3.2,False
190598,1.8,3.0,False
190612,1.8,2.0,False
190619,1.0,3.4,False
190675,1.8,3.4,False
190704,2.6,3.8,False
190712,1.4,2.4,False
190732,4.2,4.6,True
190756,1.0,1.8,False
190768,2.8,3.2,False
190781,1.0,2.0,False
190799,1.2,1.8,False
190850,1.6,1.8,False
190881,1.8,2.2,False
190923,1.6,2.0,False
190925,1.6,2.0,False
190929,1.0,1.6,False
190934,1.6,2.8,False
190942,1.25,2.0,False
190960,1.0,1.66666666666667,False
190967,1.25,3.25,False
190968,1.6,3.2,False
190970,2.0,2.8,False
190974,1.6,3.0,False
190997,3.4,3.6,False
191009,2.0,3.0,False
191010,1.4,3.6,False
191021,1.25,1.75,False
191039,1.0,1.6,False
191042,3.2,4.0,False
191049,1.2,2.6,False
191171,1.75,3.0,False
191210,1.4,2.0,False
191221,1.0,1.25,False
191225,1.2,2.0,False
191228,2.2,3.0,False
191245,2.2,4.0,False
191249,1.2,1.2,False
191260,1.0,2.2,False
191262,4.6,4.6,True
191268,2.6,3.6,False
191287,2.0,2.4,False
191297,2.6,3.6,False
191354,1.2,1.8,False
191364,1.0,3.4,False
191369,3.4,4.2,False
191376,1.2,1.4,False
191396,1.2,2.0,False
191430,3.6,4.2,False
191433,2.5,3.5,False
191468,3.0,4.2,False
191474,2.0,3.2,False
191508,2.2,3.0,False
191511,4.0,4.6,True
191518,4.6,4.8,True
191529,1.2,2.2,False
191538,1.0,1.2,False
191553,1.8,1.6,False
191580,4.0,4.4,True
191588,1.8,3.0,False
191627,2.0,4.25,False
191633,1.4,2.8,False
191634,3.2,4.8,False
191645,1.8,2.6,False
191649,1.25,1.5,False
191650,1.0,1.8,False
191657,2.0,4.0,False
191676,4.2,4.6,True
191692,4.6,4.6,True
191698,2.6,3.6,False
191713,1.4,2.0,False
191722,1.4,1.6,False
191742,2.4,3.0,False
191747,2.4,3.2,False
191773,1.6,2.6,False
191788,3.2,4.4,False
191820,2.75,4.0,False
191821,1.0,2.0,False
191851,3.6,3.2,False
191915,1.0,1.6,False
191919,1.6,3.4,False
191949,2.0,3.2,False
